time,x,y,z
28.704,-0.000680,0.029537,0.039214
28.736,-0.000680,0.029461,0.039069
28.768,-0.000680,0.029386,0.038924
28.800,-0.000680,0.029312,0.038779
28.832,-0.000680,0.029238,0.038634
28.864,-0.000680,0.029164,0.038488
28.896,-0.000680,0.029092,0.038343
28.928,-0.000680,0.029019,0.038197
28.960,-0.000680,0.028948,0.038052
28.992,-0.000680,0.028877,0.037906
29.024,-0.000680,0.028807,0.037760
29.056,-0.000680,0.028737,0.037614
29.088,-0.000680,0.028668,0.037468
29.120,-0.000680,0.028599,0.037322
29.152,-0.000680,0.028531,0.037176
29.184,-0.000680,0.028464,0.037030
29.216,-0.000680,0.028397,0.036883
29.248,-0.000680,0.028331,0.036737
29.280,-0.000680,0.028265,0.036590
29.312,-0.000680,0.028200,0.036444
29.344,-0.000680,0.028136,0.036297
29.376,-0.000680,0.028072,0.036150
29.408,-0.000680,0.028009,0.036003
29.440,-0.000680,0.027946,0.035856
29.472,-0.000680,0.027885,0.035709
29.504,-0.000680,0.027823,0.035562
29.536,-0.000680,0.027763,0.035415
29.568,-0.000680,0.027702,0.035267
29.600,-0.000680,0.027643,0.035120
29.632,-0.000680,0.027584,0.034972
29.664,-0.000680,0.027526,0.034825
29.696,-0.000680,0.027468,0.034677
29.728,-0.000680,0.027411,0.034529
29.760,-0.000680,0.027355,0.034382
29.792,-0.000680,0.027299,0.034234
29.824,-0.000680,0.027243,0.034086
29.856,-0.000680,0.027189,0.033938
29.888,-0.000680,0.027135,0.033790
29.920,-0.000680,0.027081,0.033641
29.952,-0.000680,0.027029,0.033493
29.984,-0.000680,0.026976,0.033345
30.016,-0.000680,0.026925,0.033197
30.048,-0.000680,0.026874,0.033048
30.080,-0.000680,0.026824,0.032900
30.112,-0.000680,0.026774,0.032751
30.144,-0.000680,0.026725,0.032602
30.176,-0.000680,0.026676,0.032453
30.208,-0.000680,0.026628,0.032305
30.240,-0.000680,0.026581,0.032156
30.272,-0.000680,0.026534,0.032007
30.304,-0.000680,0.026488,0.031858
30.336,-0.000680,0.026443,0.031709
30.368,-0.000680,0.026398,0.031560
30.400,-0.000680,0.026354,0.031411
30.432,-0.000680,0.026319,0.031292
30.496,-0.000680,0.026281,0.031157
30.656,-0.000680,0.026253,0.031058
30.944,-0.000680,0.026206,0.031177
30.976,-0.000680,0.026163,0.031311
31.008,-0.000680,0.026120,0.031446
31.040,-0.000680,0.026077,0.031581
31.072,-0.000680,0.026034,0.031716
31.104,-0.000680,0.025990,0.031851
31.136,-0.000680,0.025947,0.031985
31.168,-0.000680,0.025903,0.032120
31.200,-0.000680,0.025859,0.032255
31.232,-0.000680,0.025815,0.032389
31.264,-0.000680,0.025771,0.032524
31.296,-0.000680,0.025727,0.032658
31.328,-0.000680,0.025683,0.032793
31.360,-0.000680,0.025638,0.032927
31.392,-0.000680,0.025594,0.033061
31.424,-0.000680,0.025549,0.033195
31.456,-0.000680,0.025504,0.033329
31.488,-0.000680,0.025459,0.033463
31.520,-0.000680,0.025413,0.033597
31.552,-0.000680,0.025368,0.033731
31.584,-0.000680,0.025322,0.033865
31.616,-0.000680,0.025277,0.033999
31.648,-0.000680,0.025231,0.034132
31.680,-0.000680,0.025185,0.034266
31.712,-0.000680,0.025138,0.034399
31.744,-0.000680,0.025092,0.034533
31.776,-0.000680,0.025045,0.034666
31.808,-0.000680,0.024999,0.034799
31.840,-0.000680,0.024952,0.034933
31.872,-0.000680,0.024905,0.035066
31.904,-0.000680,0.024858,0.035199
31.936,-0.000680,0.024811,0.035332
31.968,-0.000680,0.024763,0.035464
32.000,-0.000680,0.024716,0.035597
32.032,-0.000680,0.024668,0.035730
32.064,-0.000680,0.024620,0.035863
32.096,-0.000680,0.024572,0.035995
32.128,-0.000680,0.024524,0.036128
32.160,-0.000680,0.024475,0.036260
32.192,-0.000680,0.024427,0.036392
32.224,-0.000680,0.024378,0.036524
32.256,-0.000680,0.024330,0.036657
32.288,-0.000680,0.024281,0.036789
32.320,-0.000680,0.024232,0.036920
32.352,-0.000680,0.024182,0.037052
32.384,-0.000680,0.024133,0.037184
32.416,-0.000680,0.024083,0.037316
32.448,-0.000680,0.024034,0.037447
32.480,-0.000680,0.023984,0.037579
32.512,-0.000680,0.023934,0.037710
32.544,-0.000680,0.023884,0.037841
32.576,-0.000680,0.023834,0.037973
32.608,-0.000680,0.023783,0.038104
32.640,-0.000680,0.023733,0.038235
32.672,-0.000680,0.023682,0.038366
32.704,-0.000680,0.023631,0.038496
32.736,-0.000680,0.023580,0.038627
32.768,-0.000680,0.023529,0.038758
32.800,-0.000680,0.023478,0.038888
32.832,-0.000680,0.023427,0.039019
32.864,-0.000680,0.023385,0.039123
32.928,-0.000680,0.023338,0.039243
33.152,-0.000680,0.023299,0.039338
33.792,-0.000680,0.023349,0.039215
33.824,-0.000680,0.023401,0.039085
33.856,-0.000680,0.023453,0.038954
33.888,-0.000680,0.023504,0.038824
33.920,-0.000680,0.023556,0.038693
33.952,-0.000680,0.023607,0.038563
33.984,-0.000680,0.023658,0.038432
34.016,-0.000680,0.023709,0.038301
34.048,-0.000680,0.023759,0.038170
34.080,-0.000680,0.023810,0.038039
34.112,-0.000680,0.023860,0.037908
34.144,-0.000680,0.023910,0.037777
34.176,-0.000680,0.023960,0.037645
34.208,-0.000680,0.024010,0.037514
34.240,-0.000680,0.024060,0.037382
34.272,-0.000680,0.024110,0.037251
34.304,-0.000680,0.024159,0.037119
34.336,-0.000680,0.024208,0.036987
34.368,-0.000680,0.024258,0.036855
34.400,-0.000680,0.024307,0.036723
34.432,-0.000680,0.024355,0.036591
34.464,-0.000680,0.024404,0.036459
34.496,-0.000680,0.024453,0.036327
34.528,-0.000680,0.024501,0.036194
34.560,-0.000680,0.024549,0.036062
34.592,-0.000680,0.024598,0.035929
34.624,-0.000680,0.024646,0.035797
34.656,-0.000680,0.024693,0.035664
34.688,-0.000680,0.024741,0.035531
34.720,-0.000680,0.024789,0.035398
34.752,-0.000680,0.024836,0.035265
34.784,-0.000680,0.024883,0.035132
34.816,-0.000680,0.024930,0.034999
34.848,-0.000680,0.024977,0.034866
34.880,-0.000680,0.025024,0.034733
34.912,-0.000680,0.025071,0.034600
34.944,-0.000680,0.025117,0.034466
34.976,-0.000680,0.025163,0.034333
35.008,-0.000680,0.025209,0.034199
35.040,-0.000680,0.025255,0.034065
35.072,-0.000680,0.025301,0.033932
35.104,-0.000680,0.025347,0.033798
35.136,-0.000680,0.025392,0.033664
35.168,-0.000680,0.025438,0.033530
35.200,-0.000680,0.025483,0.033396
35.232,-0.000680,0.025528,0.033262
35.264,-0.000680,0.025573,0.033128
35.296,-0.000680,0.025618,0.032994
35.328,-0.000680,0.025662,0.032859
35.360,-0.000680,0.025707,0.032725
35.392,-0.000680,0.025751,0.032591
35.424,-0.000680,0.025795,0.032456
35.456,-0.000680,0.025839,0.032321
35.488,-0.000680,0.025883,0.032187
35.520,-0.000680,0.025927,0.032052
35.552,-0.000680,0.025970,0.031917
35.584,-0.000680,0.026014,0.031783
35.616,-0.000680,0.026057,0.031648
35.648,-0.000680,0.026100,0.031513
35.680,-0.000680,0.026143,0.031378
35.712,-0.000680,0.026177,0.031270
35.776,-0.000680,0.026215,0.031147
36.000,-0.000680,0.026246,0.031048
36.448,-0.000680,0.026290,0.031190
36.480,-0.000680,0.026333,0.031339
36.512,-0.000680,0.026377,0.031488
36.544,-0.000680,0.026421,0.031637
36.576,-0.000680,0.026465,0.031786
36.608,-0.000680,0.026511,0.031935
36.640,-0.000680,0.026557,0.032084
36.672,-0.000680,0.026604,0.032233
36.704,-0.000680,0.026651,0.032382
36.736,-0.000680,0.026699,0.032530
36.768,-0.000680,0.026748,0.032679
36.800,-0.000680,0.026797,0.032827
36.832,-0.000680,0.026847,0.032976
36.864,-0.000680,0.026898,0.033124
36.896,-0.000680,0.026949,0.033272
36.928,-0.000680,0.027001,0.033421
36.960,-0.000680,0.027053,0.033569
36.992,-0.000680,0.027106,0.033717
37.024,-0.000680,0.027160,0.033865
37.056,-0.000680,0.027214,0.034013
37.088,-0.000680,0.027269,0.034161
37.120,-0.000680,0.027325,0.034309
37.152,-0.000680,0.027381,0.034456
37.184,-0.000680,0.027437,0.034604
37.216,-0.000680,0.027495,0.034751
37.248,-0.000680,0.027553,0.034899
37.280,-0.000680,0.027611,0.035046
37.312,-0.000680,0.027670,0.035194
37.344,-0.000680,0.027730,0.035341
37.376,-0.000680,0.027790,0.035488
37.408,-0.000680,0.027851,0.035635
37.440,-0.000680,0.027913,0.035782
37.472,-0.000680,0.027975,0.035929
37.504,-0.000680,0.028038,0.036076
37.536,-0.000680,0.028101,0.036223
37.568,-0.000680,0.028165,0.036369
37.600,-0.000680,0.028230,0.036516
37.632,-0.000680,0.028295,0.036662
37.664,-0.000680,0.028361,0.036809
37.696,-0.000680,0.028427,0.036955
37.728,-0.000680,0.028494,0.037101
37.760,-0.000680,0.028562,0.037247
37.792,-0.000680,0.028630,0.037393
37.824,-0.000680,0.028699,0.037539
37.856,-0.000680,0.028768,0.037685
37.888,-0.000680,0.028838,0.037831
37.920,-0.000680,0.028909,0.037977
37.952,-0.000680,0.028980,0.038122
37.984,-0.000680,0.029052,0.038268
38.016,-0.000680,0.029124,0.038413
38.048,-0.000680,0.029197,0.038558
38.080,-0.000680,0.029271,0.038704
38.112,-0.000680,0.029345,0.038849
38.144,-0.000680,0.029420,0.038994
38.176,-0.000680,0.029495,0.039138
38.208,-0.000680,0.029571,0.039283
38.240,-0.000680,0.029648,0.039428
38.272,-0.000680,0.029725,0.039572
38.304,-0.000680,0.029803,0.039717
38.336,-0.000680,0.029881,0.039861
38.368,-0.000680,0.029945,0.039978
38.432,-0.000680,0.030019,0.040111
38.560,-0.000680,0.030069,0.040201
39.264,-0.000680,0.029866,0.040215
39.296,-0.000680,0.029732,0.040210
39.328,-0.000680,0.029598,0.040204
39.360,-0.000680,0.029466,0.040198
39.392,-0.000680,0.029334,0.040192
39.424,-0.000680,0.029203,0.040185
39.456,-0.000680,0.029073,0.040178
39.488,-0.000680,0.028944,0.040171
39.520,-0.000680,0.028816,0.040163
39.552,-0.000680,0.028688,0.040155
39.584,-0.000680,0.028562,0.040147
39.616,-0.000680,0.028436,0.040138
39.648,-0.000680,0.028311,0.040130
39.680,-0.000680,0.028187,0.040120
39.712,-0.000680,0.028064,0.040111
39.744,-0.000680,0.027942,0.040101
39.776,-0.000680,0.027821,0.040091
39.808,-0.000680,0.027700,0.040081
39.840,-0.000680,0.027581,0.040070
39.872,-0.000680,0.027462,0.040059
39.904,-0.000680,0.027344,0.040048
39.936,-0.000680,0.027227,0.040037
39.968,-0.000680,0.027111,0.040025
40.000,-0.000680,0.026996,0.040013
40.032,-0.000680,0.026882,0.040000
40.064,-0.000680,0.026769,0.039988
40.096,-0.000680,0.026656,0.039975
40.128,-0.000680,0.026545,0.039961
40.160,-0.000680,0.026434,0.039948
40.192,-0.000680,0.026324,0.039934
40.224,-0.000680,0.026215,0.039920
40.256,-0.000680,0.026107,0.039905
40.288,-0.000680,0.026000,0.039890
40.320,-0.000680,0.025893,0.039875
40.352,-0.000680,0.025788,0.039860
40.384,-0.000680,0.025684,0.039844
40.416,-0.000680,0.025580,0.039828
40.448,-0.000680,0.025478,0.039812
40.480,-0.000680,0.025376,0.039795
40.512,-0.000680,0.025276,0.039779
40.544,-0.000680,0.025176,0.039761
40.576,-0.000680,0.025077,0.039744
40.640,-0.000680,0.024883,0.039708
40.704,-0.000680,0.024692,0.039671
40.768,-0.000680,0.024505,0.039633
40.832,-0.000680,0.024322,0.039594
40.896,-0.000680,0.024143,0.039554
40.960,-0.000680,0.023968,0.039512
41.024,-0.000680,0.023796,0.039469
41.088,-0.000680,0.023628,0.039425
41.152,-0.000680,0.023482,0.039385
41.280,-0.000680,0.023377,0.039354
42.848,-0.000680,0.023510,0.039392
42.912,-0.000680,0.023674,0.039436
42.976,-0.000680,0.023843,0.039480
43.040,-0.000680,0.024015,0.039522
43.104,-0.000680,0.024191,0.039563
43.168,-0.000680,0.024371,0.039603
43.232,-0.000680,0.024555,0.039642
43.296,-0.000680,0.024742,0.039680
43.360,-0.000680,0.024934,0.039717
43.424,-0.000680,0.025129,0.039752
43.456,-0.000680,0.025228,0.039770
43.488,-0.000680,0.025328,0.039787
43.520,-0.000680,0.025429,0.039803
43.552,-0.000680,0.025530,0.039820
43.584,-0.000680,0.025633,0.039836
43.616,-0.000680,0.025737,0.039852
43.648,-0.000680,0.025841,0.039868
43.680,-0.000680,0.025947,0.039883
43.712,-0.000680,0.026053,0.039898
43.744,-0.000680,0.026161,0.039912
43.776,-0.000680,0.026269,0.039927
43.808,-0.000680,0.026378,0.039941
43.840,-0.000680,0.026487,0.039955
43.872,-0.000680,0.026598,0.039968
43.904,-0.000680,0.026710,0.039981
43.936,-0.000680,0.026822,0.039994
43.968,-0.000680,0.026936,0.040007
44.000,-0.000680,0.027050,0.040019
44.032,-0.000680,0.027165,0.040031
44.064,-0.000680,0.027282,0.040043
44.096,-0.000680,0.027399,0.040054
44.128,-0.000680,0.027517,0.040065
44.160,-0.000680,0.027636,0.040076
44.192,-0.000680,0.027756,0.040087
44.224,-0.000680,0.027876,0.040097
44.256,-0.000680,0.027998,0.040107
44.288,-0.000680,0.028121,0.040116
44.320,-0.000680,0.028244,0.040126
44.352,-0.000680,0.028368,0.040135
44.384,-0.000680,0.028493,0.040143
44.416,-0.000680,0.028619,0.040152
44.448,-0.000680,0.028746,0.040160
44.480,-0.000680,0.028874,0.040168
44.512,-0.000680,0.029002,0.040175
44.544,-0.000680,0.029132,0.040182
44.576,-0.000680,0.029262,0.040189
44.608,-0.000680,0.029393,0.040196
44.640,-0.000680,0.029525,0.040202
44.672,-0.000680,0.029658,0.040208
44.704,-0.000680,0.029791,0.040214
44.768,-0.000680,0.029935,0.040220
44.896,-0.000680,0.030040,0.040224
45.632,-0.000680,0.029858,0.040215
45.664,-0.000680,0.029723,0.040210
45.696,-0.000680,0.029590,0.040204
45.728,-0.000680,0.029458,0.040198
45.760,-0.000680,0.029326,0.040192
45.792,-0.000680,0.029195,0.040185
45.824,-0.000680,0.029065,0.040178
45.856,-0.000680,0.028936,0.040171
45.888,-0.000680,0.028808,0.040163
45.920,-0.000680,0.028680,0.040155
45.952,-0.000680,0.028554,0.040147
45.984,-0.000680,0.028428,0.040138
46.016,-0.000680,0.028303,0.040130
46.048,-0.000680,0.028179,0.040120
46.080,-0.000680,0.028056,0.040111
46.112,-0.000680,0.027934,0.040101
46.144,-0.000680,0.027813,0.040091
46.176,-0.000680,0.027692,0.040081
46.208,-0.000680,0.027573,0.040070
46.240,-0.000680,0.027454,0.040059
46.272,-0.000680,0.027336,0.040048
46.304,-0.000680,0.027219,0.040037
46.336,-0.000680,0.027103,0.040025
46.368,-0.000680,0.026988,0.040013
46.400,-0.000680,0.026874,0.040000
46.432,-0.000680,0.026761,0.039988
46.464,-0.000680,0.026648,0.039975
46.496,-0.000680,0.026537,0.039961
46.528,-0.000680,0.026426,0.039948
46.560,-0.000680,0.026316,0.039934
46.592,-0.000680,0.026207,0.039920
46.624,-0.000680,0.026099,0.039905
46.656,-0.000680,0.025992,0.039890
46.688,-0.000680,0.025885,0.039875
46.720,-0.000680,0.025780,0.039860
46.752,-0.000680,0.025675,0.039844
46.784,-0.000680,0.025572,0.039828
46.816,-0.000680,0.025470,0.039812
46.848,-0.000680,0.025368,0.039796
46.880,-0.000680,0.025268,0.039779
46.912,-0.000680,0.025168,0.039761
46.944,-0.000680,0.025069,0.039744
47.008,-0.000680,0.024875,0.039708
47.072,-0.000680,0.024684,0.039671
47.136,-0.000680,0.024497,0.039633
47.200,-0.000680,0.024314,0.039594
47.264,-0.000680,0.024135,0.039554
47.328,-0.000680,0.023959,0.039512
47.392,-0.000680,0.023788,0.039469
47.456,-0.000680,0.023620,0.039426
47.520,-0.000680,0.023474,0.039385
47.648,-0.000680,0.023369,0.039354
