time,x,y,z,shaft_length
291.232,-0.000680,-0.010860,0.039589,0.0200
291.264,-0.000680,-0.010714,0.039619,0.0200
291.296,-0.000680,-0.010566,0.039649,0.0200
291.328,-0.000680,-0.010416,0.039678,0.0200
291.360,-0.000680,-0.010265,0.039706,0.0200
291.392,-0.000680,-0.010113,0.039733,0.0200
291.424,-0.000680,-0.009959,0.039760,0.0200
291.456,-0.000680,-0.009803,0.039787,0.0200
291.488,-0.000680,-0.009646,0.039812,0.0200
291.520,-0.000680,-0.009488,0.039837,0.0200
291.552,-0.000680,-0.009328,0.039861,0.0200
291.584,-0.000680,-0.009167,0.039885,0.0200
291.616,-0.000680,-0.009004,0.039908,0.0200
291.648,-0.000680,-0.008840,0.039930,0.0200
291.680,-0.000680,-0.008675,0.039951,0.0200
291.712,-0.000680,-0.008508,0.039972,0.0200
291.744,-0.000680,-0.008340,0.039992,0.0200
291.776,-0.000680,-0.008171,0.040012,0.0200
291.808,-0.000680,-0.008000,0.040030,0.0200
291.840,-0.000680,-0.007827,0.040048,0.0200
291.872,-0.000680,-0.007654,0.040066,0.0200
291.904,-0.000680,-0.007478,0.040083,0.0200
291.936,-0.000680,-0.007302,0.040098,0.0200
291.968,-0.000680,-0.007124,0.040114,0.0200
292.000,-0.000680,-0.006945,0.040128,0.0200
292.032,-0.000680,-0.006764,0.040142,0.0200
292.064,-0.000680,-0.006583,0.040156,0.0200
292.096,-0.000680,-0.006400,0.040168,0.0200
292.128,-0.000680,-0.006215,0.040180,0.0200
292.160,-0.000680,-0.006029,0.040191,0.0200
292.192,-0.000680,-0.005842,0.040202,0.0200
292.224,-0.000680,-0.005654,0.040211,0.0200
292.256,-0.000680,-0.005465,0.040220,0.0200
292.288,-0.000680,-0.005274,0.040229,0.0200
292.320,-0.000680,-0.005082,0.040237,0.0200
292.352,-0.000680,-0.004889,0.040244,0.0200
292.384,-0.000680,-0.004694,0.040250,0.0200
292.416,-0.000680,-0.004499,0.040256,0.0200
292.448,-0.000680,-0.004302,0.040261,0.0200
292.480,-0.000680,-0.004104,0.040268,0.0200
292.512,-0.000680,-0.003905,0.040274,0.0200
292.544,-0.000680,-0.003704,0.040280,0.0200
292.576,-0.000680,-0.003503,0.040285,0.0200
292.608,-0.000680,-0.003400,0.040285,0.0200
292.672,-0.000680,-0.003284,0.040284,0.0200
292.864,-0.000680,-0.003180,0.040283,0.0200
300.672,-0.000680,-0.003287,0.040280,0.0200
300.704,-0.000680,-0.003491,0.040278,0.0200
300.736,-0.000680,-0.003693,0.040273,0.0200
300.768,-0.000680,-0.003895,0.040268,0.0200
300.800,-0.000680,-0.004095,0.040263,0.0200
300.832,-0.000680,-0.004294,0.040257,0.0200
300.864,-0.000680,-0.004492,0.040250,0.0200
300.896,-0.000680,-0.004689,0.040242,0.0200
300.928,-0.000680,-0.004884,0.040237,0.0200
300.960,-0.000680,-0.005078,0.040231,0.0200
300.992,-0.000680,-0.005271,0.040224,0.0200
301.024,-0.000680,-0.005463,0.040217,0.0200
301.056,-0.000680,-0.005654,0.040209,0.0200
301.088,-0.000680,-0.005843,0.040200,0.0200
301.120,-0.000680,-0.006031,0.040190,0.0200
301.152,-0.000680,-0.006218,0.040180,0.0200
301.184,-0.000680,-0.006403,0.040169,0.0200
301.216,-0.000680,-0.006587,0.040157,0.0200
301.248,-0.000680,-0.006770,0.040144,0.0200
301.280,-0.000680,-0.006952,0.040131,0.0200
301.312,-0.000680,-0.007132,0.040117,0.0200
301.344,-0.000680,-0.007311,0.040103,0.0200
301.376,-0.000680,-0.007489,0.040088,0.0200
301.408,-0.000680,-0.007665,0.040072,0.0200
301.440,-0.000680,-0.007840,0.040055,0.0200
301.472,-0.000680,-0.008013,0.040038,0.0200
301.504,-0.000680,-0.008186,0.040020,0.0200
301.536,-0.000680,-0.008357,0.040001,0.0200
301.568,-0.000680,-0.008526,0.039982,0.0200
301.600,-0.000680,-0.008694,0.039962,0.0200
301.632,-0.000680,-0.008861,0.039941,0.0200
301.664,-0.000680,-0.009026,0.039919,0.0200
301.696,-0.000680,-0.009191,0.039897,0.0200
301.728,-0.000680,-0.009353,0.039874,0.0200
301.760,-0.000680,-0.009514,0.039851,0.0200
301.792,-0.000680,-0.009674,0.039827,0.0200
301.824,-0.000680,-0.009832,0.039802,0.0200
301.856,-0.000680,-0.009989,0.039776,0.0200
301.888,-0.000680,-0.010144,0.039750,0.0200
301.920,-0.000680,-0.010298,0.039723,0.0200
301.952,-0.000680,-0.010450,0.039695,0.0200
301.984,-0.000680,-0.010601,0.039667,0.0200
302.016,-0.000680,-0.010750,0.039638,0.0200
302.048,-0.000680,-0.010898,0.039609,0.0200
302.080,-0.000680,-0.011044,0.039578,0.0200
302.112,-0.000680,-0.011189,0.039548,0.0200
302.144,-0.000680,-0.011332,0.039516,0.0200
302.176,-0.000680,-0.011473,0.039484,0.0200
302.208,-0.000680,-0.011613,0.039451,0.0200
302.240,-0.000680,-0.011752,0.039417,0.0200
302.272,-0.000680,-0.011889,0.039383,0.0200
302.304,-0.000680,-0.012024,0.039348,0.0200
302.336,-0.000680,-0.012158,0.039313,0.0200
302.368,-0.000680,-0.012290,0.039277,0.0200
302.400,-0.000680,-0.012421,0.039240,0.0200
302.432,-0.000680,-0.012550,0.039203,0.0200
302.464,-0.000680,-0.012677,0.039168,0.0200
302.496,-0.000680,-0.012803,0.039132,0.0200
302.528,-0.000680,-0.012927,0.039096,0.0200
302.560,-0.000680,-0.013050,0.039059,0.0200
302.624,-0.000680,-0.013206,0.039003,0.0200
302.752,-0.000680,-0.013309,0.038964,0.0200
310.656,-0.000680,-0.013258,0.038832,0.0200
310.688,-0.000680,-0.013181,0.038710,0.0200
310.720,-0.000680,-0.013104,0.038588,0.0200
310.752,-0.000680,-0.013027,0.038466,0.0200
310.784,-0.000680,-0.012951,0.038344,0.0200
310.816,-0.000680,-0.012874,0.038221,0.0200
310.848,-0.000680,-0.012798,0.038098,0.0200
310.880,-0.000680,-0.012722,0.037975,0.0200
310.912,-0.000680,-0.012647,0.037852,0.0200
310.944,-0.000680,-0.012571,0.037728,0.0200
310.976,-0.000680,-0.012496,0.037605,0.0200
311.008,-0.000680,-0.012421,0.037481,0.0200
311.040,-0.000680,-0.012346,0.037357,0.0200
311.072,-0.000680,-0.012272,0.037232,0.0200
311.104,-0.000680,-0.012197,0.037108,0.0200
311.136,-0.000680,-0.012123,0.036984,0.0200
311.168,-0.000680,-0.012049,0.036861,0.0200
311.200,-0.000680,-0.011975,0.036737,0.0200
311.232,-0.000680,-0.011901,0.036613,0.0200
311.264,-0.000680,-0.011828,0.036489,0.0200
311.296,-0.000680,-0.011754,0.036365,0.0200
311.328,-0.000680,-0.011681,0.036240,0.0200
311.360,-0.000680,-0.011608,0.036115,0.0200
311.392,-0.000680,-0.011535,0.035990,0.0200
311.424,-0.000680,-0.011463,0.035865,0.0200
311.456,-0.000680,-0.011390,0.035740,0.0200
311.488,-0.000680,-0.011318,0.035614,0.0200
311.520,-0.000680,-0.011246,0.035488,0.0200
311.552,-0.000680,-0.011175,0.035362,0.0200
311.584,-0.000680,-0.011103,0.035236,0.0200
311.616,-0.000680,-0.011032,0.035110,0.0200
311.648,-0.000680,-0.010960,0.034983,0.0200
311.680,-0.000680,-0.010890,0.034856,0.0200
311.712,-0.000680,-0.010819,0.034729,0.0200
311.744,-0.000680,-0.010748,0.034602,0.0200
311.776,-0.000680,-0.010678,0.034475,0.0200
311.808,-0.000680,-0.010608,0.034348,0.0200
311.840,-0.000680,-0.010538,0.034220,0.0200
311.872,-0.000680,-0.010468,0.034092,0.0200
311.904,-0.000680,-0.010399,0.033964,0.0200
311.936,-0.000680,-0.010329,0.033836,0.0200
311.968,-0.000680,-0.010260,0.033708,0.0200
312.000,-0.000680,-0.010192,0.033579,0.0200
312.032,-0.000680,-0.010123,0.033451,0.0200
312.064,-0.000680,-0.010055,0.033322,0.0200
312.096,-0.000680,-0.009986,0.033193,0.0200
312.128,-0.000680,-0.009918,0.033064,0.0200
312.160,-0.000680,-0.009851,0.032934,0.0200
312.192,-0.000680,-0.009783,0.032805,0.0200
312.224,-0.000680,-0.009716,0.032675,0.0200
312.256,-0.000680,-0.009649,0.032546,0.0200
312.288,-0.000680,-0.009582,0.032416,0.0200
312.320,-0.000680,-0.009515,0.032286,0.0200
312.352,-0.000680,-0.009449,0.032155,0.0200
312.384,-0.000680,-0.009383,0.032025,0.0200
312.416,-0.000680,-0.009317,0.031895,0.0200
312.448,-0.000680,-0.009251,0.031764,0.0200
312.480,-0.000680,-0.009186,0.031633,0.0200
312.512,-0.000680,-0.009121,0.031502,0.0200
312.544,-0.000680,-0.009056,0.031371,0.0200
312.576,-0.000680,-0.009003,0.031266,0.0200
312.640,-0.000680,-0.008944,0.031145,0.0200
312.832,-0.000680,-0.008899,0.031051,0.0200
320.640,-0.000680,-0.008735,0.031041,0.0200
320.672,-0.000680,-0.008575,0.031042,0.0200
320.704,-0.000680,-0.008415,0.031041,0.0200
320.736,-0.000680,-0.008255,0.031041,0.0200
320.768,-0.000680,-0.008096,0.031041,0.0200
320.800,-0.000680,-0.007936,0.031041,0.0200
320.832,-0.000680,-0.007776,0.031041,0.0200
320.864,-0.000680,-0.007616,0.031041,0.0200
320.896,-0.000680,-0.007456,0.031041,0.0200
320.928,-0.000680,-0.007296,0.031041,0.0200
320.960,-0.000680,-0.007137,0.031041,0.0200
321.024,-0.000680,-0.007268,0.031041,0.0200
321.056,-0.000680,-0.007402,0.031041,0.0200
321.088,-0.000680,-0.007541,0.031041,0.0200
321.120,-0.000680,-0.007684,0.031041,0.0200
321.152,-0.000680,-0.007831,0.031041,0.0200
321.184,-0.000680,-0.007980,0.031041,0.0200
321.216,-0.000680,-0.008120,0.031041,0.0200
321.280,-0.000680,-0.008232,0.031041,0.0200
321.376,-0.000680,-0.008127,0.031041,0.0200
321.440,-0.000680,-0.007949,0.031041,0.0200
321.472,-0.000680,-0.007840,0.031041,0.0200
321.504,-0.000680,-0.007720,0.031041,0.0200
321.536,-0.000680,-0.007592,0.031041,0.0200
321.600,-0.000680,-0.007444,0.031041,0.0200
341.728,-0.000680,-0.007297,0.031193,0.0300
341.760,-0.000680,-0.007236,0.031346,0.0300
341.792,-0.000680,-0.007174,0.031498,0.0300
341.824,-0.000680,-0.007111,0.031649,0.0300
341.856,-0.000680,-0.007047,0.031801,0.0300
341.888,-0.000680,-0.006982,0.031953,0.0300
341.920,-0.000680,-0.006916,0.032104,0.0300
341.952,-0.000680,-0.006849,0.032255,0.0300
341.984,-0.000680,-0.006781,0.032406,0.0300
342.016,-0.000680,-0.006713,0.032557,0.0300
342.048,-0.000680,-0.006643,0.032708,0.0300
342.080,-0.000680,-0.006573,0.032859,0.0300
342.112,-0.000680,-0.006502,0.033010,0.0300
342.144,-0.000680,-0.006429,0.033160,0.0300
342.176,-0.000680,-0.006356,0.033310,0.0300
342.208,-0.000680,-0.006282,0.033461,0.0300
342.240,-0.000680,-0.006208,0.033611,0.0300
342.272,-0.000680,-0.006132,0.033761,0.0300
342.304,-0.000680,-0.006055,0.033910,0.0300
342.336,-0.000680,-0.005978,0.034060,0.0300
342.368,-0.000680,-0.005900,0.034209,0.0300
342.400,-0.000680,-0.005821,0.034359,0.0300
342.432,-0.000680,-0.005741,0.034508,0.0300
342.464,-0.000680,-0.005660,0.034657,0.0300
342.496,-0.000680,-0.005578,0.034806,0.0300
342.528,-0.000680,-0.005495,0.034954,0.0300
342.560,-0.000680,-0.005412,0.035103,0.0300
342.592,-0.000680,-0.005328,0.035251,0.0300
342.624,-0.000680,-0.005243,0.035399,0.0300
342.656,-0.000680,-0.005156,0.035548,0.0300
342.688,-0.000680,-0.005070,0.035695,0.0300
342.720,-0.000680,-0.004982,0.035843,0.0300
342.752,-0.000680,-0.004893,0.035991,0.0300
342.784,-0.000680,-0.004804,0.036138,0.0300
342.816,-0.000680,-0.004714,0.036285,0.0300
342.848,-0.000680,-0.004622,0.036432,0.0300
342.880,-0.000680,-0.004530,0.036579,0.0300
342.912,-0.000680,-0.004438,0.036726,0.0300
342.944,-0.000680,-0.004344,0.036872,0.0300
342.976,-0.000680,-0.004249,0.037018,0.0300
343.008,-0.000680,-0.004154,0.037165,0.0300
343.040,-0.000680,-0.004058,0.037311,0.0300
343.072,-0.000680,-0.003961,0.037456,0.0300
343.104,-0.000680,-0.003863,0.037602,0.0300
343.136,-0.000680,-0.003764,0.037747,0.0300
343.168,-0.000680,-0.003664,0.037892,0.0300
343.200,-0.000680,-0.003564,0.038037,0.0300
343.232,-0.000680,-0.003463,0.038182,0.0300
343.264,-0.000680,-0.003361,0.038327,0.0300
343.296,-0.000680,-0.003258,0.038471,0.0300
343.328,-0.000680,-0.003154,0.038615,0.0300
343.360,-0.000680,-0.003050,0.038760,0.0300
343.392,-0.000680,-0.002944,0.038905,0.0300
343.424,-0.000680,-0.002838,0.039050,0.0300
343.456,-0.000680,-0.002731,0.039195,0.0300
343.488,-0.000680,-0.002623,0.039339,0.0300
343.520,-0.000680,-0.002514,0.039484,0.0300
343.552,-0.000680,-0.002405,0.039628,0.0300
343.584,-0.000680,-0.002294,0.039771,0.0300
343.616,-0.000680,-0.002183,0.039915,0.0300
343.648,-0.000680,-0.002119,0.040031,0.0300
343.712,-0.000680,-0.002050,0.040163,0.0300
343.840,-0.000680,-0.001978,0.040253,0.0300
351.712,-0.000680,-0.002034,0.040134,0.0300
351.744,-0.000680,-0.002147,0.039991,0.0300
351.776,-0.000680,-0.002258,0.039847,0.0300
351.808,-0.000680,-0.002369,0.039704,0.0300
351.840,-0.000680,-0.002479,0.039559,0.0300
351.872,-0.000680,-0.002588,0.039415,0.0300
351.904,-0.000680,-0.002697,0.039271,0.0300
351.936,-0.000680,-0.002804,0.039126,0.0300
351.968,-0.000680,-0.002911,0.038981,0.0300
352.000,-0.000680,-0.003017,0.038836,0.0300
352.032,-0.000680,-0.003122,0.038691,0.0300
352.064,-0.000680,-0.003226,0.038546,0.0300
352.096,-0.000680,-0.003330,0.038402,0.0300
352.128,-0.000680,-0.003432,0.038257,0.0300
352.160,-0.000680,-0.003534,0.038112,0.0300
352.192,-0.000680,-0.003635,0.037967,0.0300
352.224,-0.000680,-0.003735,0.037822,0.0300
352.256,-0.000680,-0.003834,0.037677,0.0300
352.288,-0.000680,-0.003933,0.037531,0.0300
352.320,-0.000680,-0.004030,0.037385,0.0300
352.352,-0.000680,-0.004127,0.037239,0.0300
352.384,-0.000680,-0.004223,0.037093,0.0300
352.416,-0.000680,-0.004318,0.036947,0.0300
352.448,-0.000680,-0.004412,0.036800,0.0300
352.480,-0.000680,-0.004506,0.036654,0.0300
352.512,-0.000680,-0.004598,0.036507,0.0300
352.544,-0.000680,-0.004690,0.036360,0.0300
352.576,-0.000680,-0.004781,0.036213,0.0300
352.608,-0.000680,-0.004871,0.036065,0.0300
352.640,-0.000680,-0.004960,0.035918,0.0300
352.672,-0.000680,-0.005048,0.035770,0.0300
352.704,-0.000680,-0.005135,0.035622,0.0300
352.736,-0.000680,-0.005222,0.035474,0.0300
352.768,-0.000680,-0.005307,0.035326,0.0300
352.800,-0.000680,-0.005392,0.035177,0.0300
352.832,-0.000680,-0.005476,0.035029,0.0300
352.864,-0.000680,-0.005559,0.034880,0.0300
352.896,-0.000680,-0.005642,0.034731,0.0300
352.928,-0.000680,-0.005723,0.034582,0.0300
352.960,-0.000680,-0.005804,0.034433,0.0300
352.992,-0.000680,-0.005883,0.034283,0.0300
353.024,-0.000680,-0.005962,0.034134,0.0300
353.056,-0.000680,-0.006040,0.033984,0.0300
353.088,-0.000680,-0.006117,0.033834,0.0300
353.120,-0.000680,-0.006193,0.033684,0.0300
353.152,-0.000680,-0.006268,0.033534,0.0300
353.184,-0.000680,-0.006343,0.033384,0.0300
353.216,-0.000680,-0.006416,0.033234,0.0300
353.248,-0.000680,-0.006489,0.033083,0.0300
353.280,-0.000680,-0.006561,0.032932,0.0300
353.312,-0.000680,-0.006632,0.032781,0.0300
353.344,-0.000680,-0.006702,0.032630,0.0300
353.376,-0.000680,-0.006771,0.032479,0.0300
353.408,-0.000680,-0.006839,0.032328,0.0300
353.440,-0.000680,-0.006907,0.032177,0.0300
353.472,-0.000680,-0.006973,0.032025,0.0300
353.504,-0.000680,-0.007039,0.031874,0.0300
353.536,-0.000680,-0.007104,0.031722,0.0300
353.568,-0.000680,-0.007168,0.031570,0.0300
353.600,-0.000680,-0.007231,0.031418,0.0300
353.632,-0.000680,-0.007280,0.031297,0.0300
353.696,-0.000680,-0.007335,0.031160,0.0300
353.824,-0.000680,-0.007372,0.031066,0.0300
361.696,-0.000680,-0.007442,0.031173,0.0300
361.728,-0.000680,-0.007503,0.031306,0.0300
361.760,-0.000680,-0.007564,0.031437,0.0300
361.792,-0.000680,-0.007625,0.031569,0.0300
361.824,-0.000680,-0.007687,0.031701,0.0300
361.856,-0.000680,-0.007748,0.031832,0.0300
361.888,-0.000680,-0.007810,0.031963,0.0300
361.920,-0.000680,-0.007872,0.032094,0.0300
361.952,-0.000680,-0.007935,0.032226,0.0300
361.984,-0.000680,-0.007997,0.032356,0.0300
362.016,-0.000680,-0.008060,0.032487,0.0300
362.048,-0.000680,-0.008123,0.032618,0.0300
362.080,-0.000680,-0.008186,0.032749,0.0300
362.112,-0.000680,-0.008249,0.032879,0.0300
362.144,-0.000680,-0.008313,0.033009,0.0300
362.176,-0.000680,-0.008377,0.033139,0.0300
362.208,-0.000680,-0.008441,0.033269,0.0300
362.240,-0.000680,-0.008505,0.033399,0.0300
362.272,-0.000680,-0.008569,0.033529,0.0300
362.304,-0.000680,-0.008634,0.033659,0.0300
362.336,-0.000680,-0.008699,0.033788,0.0300
362.368,-0.000680,-0.008764,0.033917,0.0300
362.400,-0.000680,-0.008829,0.034047,0.0300
362.432,-0.000680,-0.008894,0.034176,0.0300
362.464,-0.000680,-0.008960,0.034304,0.0300
362.496,-0.000680,-0.009026,0.034433,0.0300
362.528,-0.000680,-0.009092,0.034562,0.0300
362.560,-0.000680,-0.009158,0.034690,0.0300
362.592,-0.000680,-0.009225,0.034818,0.0300
362.624,-0.000680,-0.009291,0.034946,0.0300
362.656,-0.000680,-0.009358,0.035074,0.0300
362.688,-0.000680,-0.009425,0.035202,0.0300
362.720,-0.000680,-0.009492,0.035330,0.0300
362.752,-0.000680,-0.009560,0.035457,0.0300
362.784,-0.000680,-0.009627,0.035584,0.0300
362.816,-0.000680,-0.009695,0.035711,0.0300
362.848,-0.000680,-0.009763,0.035838,0.0300
362.880,-0.000680,-0.009831,0.035965,0.0300
362.912,-0.000680,-0.009900,0.036092,0.0300
362.944,-0.000680,-0.009968,0.036218,0.0300
362.976,-0.000680,-0.010037,0.036344,0.0300
363.008,-0.000680,-0.010106,0.036470,0.0300
363.040,-0.000680,-0.010175,0.036596,0.0300
363.072,-0.000680,-0.010245,0.036722,0.0300
363.104,-0.000680,-0.010314,0.036847,0.0300
363.136,-0.000680,-0.010384,0.036973,0.0300
363.168,-0.000680,-0.010454,0.037098,0.0300
363.200,-0.000680,-0.010524,0.037223,0.0300
363.232,-0.000680,-0.010594,0.037348,0.0300
363.264,-0.000680,-0.010664,0.037472,0.0300
363.296,-0.000680,-0.010735,0.037597,0.0300
363.328,-0.000680,-0.010806,0.037722,0.0300
363.360,-0.000680,-0.010877,0.037847,0.0300
363.392,-0.000680,-0.010948,0.037972,0.0300
363.424,-0.000680,-0.011019,0.038097,0.0300
363.456,-0.000680,-0.011091,0.038222,0.0300
363.488,-0.000680,-0.011162,0.038346,0.0300
363.520,-0.000680,-0.011234,0.038471,0.0300
363.552,-0.000680,-0.011306,0.038595,0.0300
363.584,-0.000680,-0.011378,0.038719,0.0300
363.616,-0.000680,-0.011436,0.038818,0.0300
363.680,-0.000680,-0.011502,0.038930,0.0300
363.872,-0.000680,-0.011554,0.039017,0.0300
371.680,-0.000680,-0.011487,0.038903,0.0300
371.712,-0.000680,-0.011414,0.038781,0.0300
371.744,-0.000680,-0.011341,0.038657,0.0300
371.776,-0.000680,-0.011269,0.038533,0.0300
371.808,-0.000680,-0.011197,0.038408,0.0300
371.840,-0.000680,-0.011125,0.038284,0.0300
371.872,-0.000680,-0.011053,0.038159,0.0300
371.904,-0.000680,-0.010982,0.038034,0.0300
371.936,-0.000680,-0.010911,0.037909,0.0300
371.968,-0.000680,-0.010839,0.037784,0.0300
372.000,-0.000680,-0.010769,0.037659,0.0300
372.032,-0.000680,-0.010698,0.037534,0.0300
372.064,-0.000680,-0.010627,0.037410,0.0300
372.096,-0.000680,-0.010557,0.037285,0.0300
372.128,-0.000680,-0.010487,0.037160,0.0300
372.160,-0.000680,-0.010417,0.037035,0.0300
372.192,-0.000680,-0.010347,0.036910,0.0300
372.224,-0.000680,-0.010278,0.036785,0.0300
372.256,-0.000680,-0.010208,0.036659,0.0300
372.288,-0.000680,-0.010139,0.036533,0.0300
372.320,-0.000680,-0.010070,0.036407,0.0300
372.352,-0.000680,-0.010001,0.036281,0.0300
372.384,-0.000680,-0.009932,0.036155,0.0300
372.416,-0.000680,-0.009864,0.036028,0.0300
372.448,-0.000680,-0.009796,0.035902,0.0300
372.480,-0.000680,-0.009728,0.035775,0.0300
372.512,-0.000680,-0.009660,0.035648,0.0300
372.544,-0.000680,-0.009592,0.035521,0.0300
372.576,-0.000680,-0.009525,0.035394,0.0300
372.608,-0.000680,-0.009457,0.035266,0.0300
372.640,-0.000680,-0.009390,0.035139,0.0300
372.672,-0.000680,-0.009323,0.035011,0.0300
372.704,-0.000680,-0.009256,0.034883,0.0300
372.736,-0.000680,-0.009190,0.034755,0.0300
372.768,-0.000680,-0.009124,0.034626,0.0300
372.800,-0.000680,-0.009057,0.034498,0.0300
372.832,-0.000680,-0.008992,0.034369,0.0300
372.864,-0.000680,-0.008926,0.034241,0.0300
372.896,-0.000680,-0.008860,0.034112,0.0300
372.928,-0.000680,-0.008795,0.033983,0.0300
372.960,-0.000680,-0.008730,0.033854,0.0300
372.992,-0.000680,-0.008665,0.033724,0.0300
373.024,-0.000680,-0.008600,0.033595,0.0300
373.056,-0.000680,-0.008536,0.033465,0.0300
373.088,-0.000680,-0.008472,0.033335,0.0300
373.120,-0.000680,-0.008407,0.033205,0.0300
373.152,-0.000680,-0.008344,0.033075,0.0300
373.184,-0.000680,-0.008280,0.032945,0.0300
373.216,-0.000680,-0.008217,0.032815,0.0300
373.248,-0.000680,-0.008153,0.032684,0.0300
373.280,-0.000680,-0.008090,0.032554,0.0300
373.312,-0.000680,-0.008027,0.032423,0.0300
373.344,-0.000680,-0.007965,0.032292,0.0300
373.376,-0.000680,-0.007903,0.032161,0.0300
373.408,-0.000680,-0.007840,0.032030,0.0300
373.440,-0.000680,-0.007778,0.031899,0.0300
373.472,-0.000680,-0.007717,0.031767,0.0300
373.504,-0.000680,-0.007655,0.031636,0.0300
373.536,-0.000680,-0.007594,0.031504,0.0300
373.568,-0.000680,-0.007533,0.031372,0.0300
373.600,-0.000680,-0.007484,0.031266,0.0300
373.664,-0.000680,-0.007428,0.031145,0.0300
373.856,-0.000680,-0.007386,0.031051,0.0300
381.664,-0.000680,-0.007321,0.031193,0.0300
381.696,-0.000680,-0.007260,0.031346,0.0300
381.728,-0.000680,-0.007198,0.031498,0.0300
381.760,-0.000680,-0.007135,0.031649,0.0300
381.792,-0.000680,-0.007071,0.031801,0.0300
381.824,-0.000680,-0.007006,0.031953,0.0300
381.856,-0.000680,-0.006941,0.032104,0.0300
381.888,-0.000680,-0.006874,0.032255,0.0300
381.920,-0.000680,-0.006806,0.032406,0.0300
381.952,-0.000680,-0.006737,0.032557,0.0300
381.984,-0.000680,-0.006668,0.032708,0.0300
382.016,-0.000680,-0.006598,0.032859,0.0300
382.048,-0.000680,-0.006526,0.033010,0.0300
382.080,-0.000680,-0.006454,0.033160,0.0300
382.112,-0.000680,-0.006381,0.033310,0.0300
382.144,-0.000680,-0.006307,0.033461,0.0300
382.176,-0.000680,-0.006232,0.033611,0.0300
382.208,-0.000680,-0.006157,0.033761,0.0300
382.240,-0.000680,-0.006080,0.033910,0.0300
382.272,-0.000680,-0.006003,0.034060,0.0300
382.304,-0.000680,-0.005925,0.034209,0.0300
382.336,-0.000680,-0.005845,0.034359,0.0300
382.368,-0.000680,-0.005765,0.034508,0.0300
382.400,-0.000680,-0.005684,0.034657,0.0300
382.432,-0.000680,-0.005603,0.034806,0.0300
382.464,-0.000680,-0.005520,0.034954,0.0300
382.496,-0.000680,-0.005437,0.035103,0.0300
382.528,-0.000680,-0.005352,0.035251,0.0300
382.560,-0.000680,-0.005267,0.035399,0.0300
382.592,-0.000680,-0.005181,0.035548,0.0300
382.624,-0.000680,-0.005094,0.035695,0.0300
382.656,-0.000680,-0.005007,0.035843,0.0300
382.688,-0.000680,-0.004918,0.035991,0.0300
382.720,-0.000680,-0.004829,0.036138,0.0300
382.752,-0.000680,-0.004738,0.036285,0.0300
382.784,-0.000680,-0.004647,0.036432,0.0300
382.816,-0.000680,-0.004555,0.036579,0.0300
382.848,-0.000680,-0.004462,0.036726,0.0300
382.880,-0.000680,-0.004369,0.036872,0.0300
382.912,-0.000680,-0.004274,0.037018,0.0300
382.944,-0.000680,-0.004179,0.037165,0.0300
382.976,-0.000680,-0.004082,0.037311,0.0300
383.008,-0.000680,-0.003985,0.037456,0.0300
383.040,-0.000680,-0.003887,0.037602,0.0300
383.072,-0.000680,-0.003789,0.037747,0.0300
383.104,-0.000680,-0.003689,0.037892,0.0300
383.136,-0.000680,-0.003589,0.038037,0.0300
383.168,-0.000680,-0.003487,0.038182,0.0300
383.200,-0.000680,-0.003385,0.038327,0.0300
383.232,-0.000680,-0.003283,0.038471,0.0300
383.264,-0.000680,-0.003179,0.038615,0.0300
383.296,-0.000680,-0.003074,0.038760,0.0300
383.328,-0.000680,-0.002969,0.038905,0.0300
383.360,-0.000680,-0.002863,0.039050,0.0300
383.392,-0.000680,-0.002756,0.039195,0.0300
383.424,-0.000680,-0.002648,0.039339,0.0300
383.456,-0.000680,-0.002539,0.039484,0.0300
383.488,-0.000680,-0.002430,0.039628,0.0300
383.520,-0.000680,-0.002319,0.039771,0.0300
383.552,-0.000680,-0.002208,0.039915,0.0300
383.584,-0.000680,-0.002144,0.040031,0.0300
383.648,-0.000680,-0.002075,0.040163,0.0300
383.776,-0.000680,-0.002003,0.040253,0.0300
391.680,-0.000680,-0.002291,0.040269,0.0300
391.712,-0.000680,-0.002481,0.040264,0.0300
391.744,-0.000680,-0.002671,0.040259,0.0300
391.776,-0.000680,-0.002859,0.040252,0.0300
391.808,-0.000680,-0.003046,0.040245,0.0300
391.840,-0.000680,-0.003232,0.040240,0.0300
391.872,-0.000680,-0.003417,0.040235,0.0300
391.904,-0.000680,-0.003601,0.040229,0.0300
391.936,-0.000680,-0.003783,0.040222,0.0300
391.968,-0.000680,-0.003965,0.040215,0.0300
392.000,-0.000680,-0.004145,0.040207,0.0300
392.032,-0.000680,-0.004324,0.040198,0.0300
392.064,-0.000680,-0.004502,0.040189,0.0300
392.096,-0.000680,-0.004678,0.040179,0.0300
392.128,-0.000680,-0.004854,0.040169,0.0300
392.160,-0.000680,-0.005028,0.040158,0.0300
392.192,-0.000680,-0.005201,0.040146,0.0300
392.224,-0.000680,-0.005373,0.040134,0.0300
392.256,-0.000680,-0.005543,0.040121,0.0300
392.288,-0.000680,-0.005713,0.040108,0.0300
392.320,-0.000680,-0.005881,0.040094,0.0300
392.352,-0.000680,-0.006048,0.040079,0.0300
392.384,-0.000680,-0.006213,0.040064,0.0300
392.416,-0.000680,-0.006377,0.040048,0.0300
392.448,-0.000680,-0.006540,0.040031,0.0300
392.480,-0.000680,-0.006702,0.040014,0.0300
